LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (25 25 67.55)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  3750 atoms
  read_data CPU = 0.011 seconds
### Minimization ###

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 4 4 10
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up cg/kk style minimization ...
  Unit style    : metal
  Current step  : 0
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (src/KOKKOS/min_kokkos.cpp:94)
WARNING: Fix MINIMIZE/kk not compatible with sending data in Kokkos communication (src/KOKKOS/comm_kokkos.cpp:842)
WARNING: Fix with atom-based arrays not compatible with sending data in Kokkos communication, switching to legacy exchange/border communication (src/KOKKOS/comm_kokkos.cpp:849)
WARNING: Fix MINIMIZE/kk not (yet) compatible with Kokkos sorting on device (src/KOKKOS/atom_kokkos.cpp:219)
WARNING: Fix with atom-based arrays not (yet) compatible with Kokkos sorting on device, switching to legacy host sorting (src/KOKKOS/atom_kokkos.cpp:225)
Per MPI rank memory allocation (min/avg/max) = 2632 | 2632 | 2632 Mbytes
   Step         PotEng          Fmax          Fnorm          Press          Volume           Lx             Ly             Lz      
     11690  -19709.717      1.9525451e-06  1.2134683e-05 -6.3899998e-05  48226.194      26.133599      26.133599      70.612983    
     11700  -19709.717      1.7614653e-06  1.2925026e-05 -6.8886478e-05  48226.194      26.133599      26.133599      70.612983    
     11710  -19709.717      2.0936427e-06  1.3995195e-05 -7.5509716e-05  48226.194      26.133599      26.133599      70.612983    
     11720  -19709.717      2.6994533e-06  1.5290562e-05 -8.3555678e-05  48226.194      26.133599      26.133599      70.612983    
     11730  -19709.717      3.1856717e-06  1.6670274e-05 -9.2311671e-05  48226.194      26.133599      26.133599      70.612983    
     11740  -19709.717      3.4552193e-06  1.7923401e-05 -0.00010061702  48226.194      26.133599      26.133599      70.612983    
     11750  -19709.717      3.3208138e-06  1.8833649e-05 -0.00010720765  48226.194      26.133599      26.133599      70.612983    
     11760  -19709.717      3.7089433e-06  1.927003e-05  -0.00011124066  48226.194      26.133599      26.133599      70.612983    
     11770  -19709.717      3.5361743e-06  1.9242224e-05 -0.0001126569   48226.194      26.133599      26.133599      70.612983    
     11780  -19709.717      2.8460492e-06  1.8878335e-05 -0.00011209081  48226.194      26.133599      26.133599      70.612983    
     11790  -19709.717      2.8187009e-06  1.8350156e-05 -0.00011047678  48226.194      26.133599      26.133599      70.612983    
     11800  -19709.717      3.4167513e-06  1.7805696e-05 -0.00010867253  48226.194      26.133599      26.133599      70.612983    
     11810  -19709.717      3.489729e-06   1.7342161e-05 -0.00010727569  48226.194      26.133599      26.133599      70.612983    
     11820  -19709.717      3.0502486e-06  1.7013369e-05 -0.00010665036  48226.194      26.133599      26.133599      70.612983    
     11830  -19709.717      2.7210025e-06  1.685031e-05  -0.00010702954  48226.194      26.133599      26.133599      70.612983    
     11840  -19709.717      3.0684147e-06  1.6877772e-05 -0.00010862714  48226.194      26.133599      26.133599      70.612983    
     11850  -19709.717      2.9905358e-06  1.7119834e-05 -0.00011165454  48226.194      26.133599      26.133599      70.612983    
     11860  -19709.717      2.490897e-06   1.7595185e-05 -0.00011630116  48226.194      26.133599      26.133599      70.612983    
     11870  -19709.717      2.8589814e-06  1.8307347e-05 -0.00012266308  48226.194      26.133599      26.133599      70.612983    
     11880  -19709.717      3.6539872e-06  1.9235078e-05 -0.00013067351  48226.194      26.133599      26.133599      70.612983    
     11890  -19709.717      3.9394574e-06  2.0326442e-05 -0.0001400476   48226.194      26.133599      26.133599      70.612983    
     11900  -19709.717      3.6128196e-06  2.1497929e-05 -0.00015026234  48226.194      26.133599      26.133599      70.612983    
     11910  -19709.717      3.6931e-06     2.2638801e-05 -0.00016056457  48226.194      26.133599      26.133599      70.612983    
     11920  -19709.717      4.305946e-06   2.3621128e-05 -0.00017001496  48226.194      26.133599      26.133599      70.612983    
     11930  -19709.717      4.4825896e-06  2.4317518e-05 -0.00017762131  48226.194      26.133599      26.133599      70.612983    
     11940  -19709.717      4.2047912e-06  2.4628864e-05 -0.00018255618  48226.194      26.133599      26.133599      70.612983    
     11950  -19709.717      3.9829825e-06  2.451909e-05  -0.00018443672  48226.194      26.133599      26.133599      70.612983    
     11960  -19709.717      4.8994275e-06  2.404339e-05  -0.00018354958  48226.194      26.133599      26.133599      70.612983    
     11970  -19709.717      5.0906662e-06  2.3351555e-05 -0.00018092466  48226.194      26.133599      26.133599      70.612983    
     11980  -19709.717      4.5579154e-06  2.2658958e-05 -0.00017817631  48226.194      26.133599      26.133599      70.612983    
     11990  -19709.717      3.4021688e-06  2.2197676e-05 -0.00017717463  48226.194      26.133599      26.133599      70.612983    
     12000  -19709.717      3.7444849e-06  2.2168911e-05 -0.00017966686  48226.194      26.133599      26.133599      70.612983    
     12010  -19709.717      3.908801e-06   2.2708259e-05 -0.00018695037  48226.194      26.133599      26.133599      70.612983    
     12020  -19709.717      3.786948e-06   2.3860043e-05 -0.00019962868  48226.194      26.133599      26.133599      70.612983    
     12030  -19709.717      4.351338e-06   2.5551654e-05 -0.00021732864  48226.194      26.133599      26.133599      70.612983    
     12040  -19709.717      6.1081324e-06  2.756956e-05  -0.00023841621  48226.194      26.133599      26.133599      70.612983    
     12050  -19709.717      7.2497738e-06  2.9561436e-05 -0.00025993735  48226.194      26.133599      26.133599      70.612983    
     12060  -19709.717      7.4895119e-06  3.1103709e-05 -0.00027812673  48226.194      26.133599      26.133599      70.612983    
     12070  -19709.717      6.6910105e-06  3.184506e-05  -0.00028965099  48226.194      26.133599      26.133599      70.612983    
     12080  -19709.717      5.5176612e-06  3.1658141e-05 -0.0002929851   48226.194      26.133599      26.133599      70.612983    
     12090  -19709.717      5.8138287e-06  3.0687863e-05 -0.00028900303  48226.194      26.133599      26.133599      70.612983    
     12100  -19709.717      5.2862092e-06  2.9259865e-05 -0.00028036577  48226.194      26.133599      26.133599      70.612983    
     12110  -19709.717      4.1357383e-06  2.7730655e-05 -0.00027028642  48226.194      26.133599      26.133599      70.612983    
     12120  -19709.717      4.0033242e-06  2.6381174e-05 -0.00026148595  48226.194      26.133599      26.133599      70.612983    
     12130  -19709.717      4.6742718e-06  2.5386361e-05 -0.00025580745  48226.194      26.133599      26.133599      70.612983    
     12140  -19709.717      4.9316004e-06  2.4834369e-05 -0.00025434768  48226.194      26.133599      26.133599      70.612983    
     12150  -19709.717      4.4661063e-06  2.4758694e-05 -0.00025773592  48226.194      26.133599      26.133599      70.612983    
     12160  -19709.717      4.0386682e-06  2.5160519e-05 -0.00026633103  48226.194      26.133599      26.133599      70.612983    
     12170  -19709.717      4.6897311e-06  2.6012881e-05 -0.00028018501  48226.194      26.133599      26.133599      70.612983    
     12180  -19709.717      4.6696686e-06  2.7247183e-05 -0.00029885644  48226.194      26.133599      26.133599      70.612983    
     12190  -19709.717      3.9120719e-06  2.8729569e-05 -0.0003210326   48226.194      26.133599      26.133599      70.612983    
     12200  -19709.717      5.0376569e-06  3.0243139e-05 -0.00034432832  48226.194      26.133599      26.133599      70.612983    
     12210  -19709.717      5.5655849e-06  3.150059e-05  -0.00036545889  48226.194      26.133599      26.133599      70.612983    
     12220  -19709.717      6.0053895e-06  3.2207745e-05 -0.00038092045  48226.194      26.133599      26.133599      70.612983    
     12230  -19709.717      5.4735063e-06  3.2167539e-05 -0.00038803879  48226.194      26.133599      26.133599      70.612983    
     12240  -19709.717      5.0676621e-06  3.1369655e-05 -0.00038601617  48226.194      26.133599      26.133599      70.612983    
     12250  -19709.717      5.5481586e-06  3.0002245e-05 -0.00037649055  48226.194      26.133599      26.133599      70.612983    
     12260  -19709.717      5.13127e-06    2.8375072e-05 -0.00036303453  48226.194      26.133599      26.133599      70.612983    
     12270  -19709.717      3.980182e-06   2.6808541e-05 -0.00034978597  48226.194      26.133599      26.133599      70.612983    
     12280  -19709.717      4.6283782e-06  2.5551461e-05 -0.00034011379  48226.194      26.133599      26.133599      70.612983    
     12290  -19709.717      4.6366218e-06  2.4747146e-05 -0.00033601645  48226.194      26.133599      26.133599      70.612983    
     12300  -19709.717      3.8915707e-06  2.4430598e-05 -0.00033812058  48226.194      26.133599      26.133599      70.612983    
     12310  -19709.717      3.4250939e-06  2.4536308e-05 -0.00034585799  48226.194      26.133599      26.133599      70.612983    
     12320  -19709.717      4.2655e-06     2.4912387e-05 -0.00035756851  48226.194      26.133599      26.133599      70.612983    
     12330  -19709.717      4.6350153e-06  2.5350949e-05 -0.00037074458  48226.194      26.133599      26.133599      70.612983    
     12340  -19709.717      4.1649827e-06  2.5645052e-05 -0.00038248385  48226.194      26.133599      26.133599      70.612983    
     12350  -19709.717      4.6045041e-06  2.56621e-05   -0.00039047178  48226.194      26.133599      26.133599      70.612983    
     12360  -19709.717      5.0471388e-06  2.5394257e-05 -0.00039412753  48226.194      26.133599      26.133599      70.612983    
     12370  -19709.717      4.5349458e-06  2.4944085e-05 -0.00039484911  48226.194      26.133599      26.133599      70.612983    
     12380  -19709.717      3.1705692e-06  2.4448984e-05 -0.00039492825  48226.194      26.133599      26.133599      70.612983    
     12390  -19709.717      4.027665e-06   2.399711e-05  -0.00039594642  48226.194      26.133599      26.133599      70.612983    
     12400  -19709.717      4.5708749e-06  2.3588632e-05 -0.00039794513  48226.194      26.133599      26.133599      70.612983    
     12410  -19709.717      4.2576676e-06  2.3161716e-05 -0.0003996686   48226.194      26.133599      26.133599      70.612983    
     12420  -19709.717      4.3154894e-06  2.266329e-05  -0.00039985053  48226.194      26.133599      26.133599      70.612983    
     12430  -19709.717      4.8281324e-06  2.2110395e-05 -0.00039856275  48226.194      26.133599      26.133599      70.612983    
     12440  -19709.717      4.3827652e-06  2.1584504e-05 -0.00039757169  48226.194      26.133599      26.133599      70.612983    
     12450  -19709.717      3.1348483e-06  2.1154282e-05 -0.0003987565   48226.194      26.133599      26.133599      70.612983    
     12460  -19709.717      3.4202709e-06  2.0789465e-05 -0.00040172023  48226.194      26.133599      26.133599      70.612983    
     12470  -19709.717      3.9490457e-06  2.0346412e-05 -0.0004030134   48226.194      26.133599      26.133599      70.612983    
     12480  -19709.717      3.6383689e-06  1.9671553e-05 -0.00039881016  48226.194      26.133599      26.133599      70.612983    
     12490  -19709.717      3.6525797e-06  1.8770753e-05 -0.00038954855  48226.194      26.133599      26.133599      70.612983    
     12500  -19709.717      3.7965869e-06  1.7878484e-05 -0.0003812375   48226.194      26.133599      26.133599      70.612983    
     12510  -19709.717      3.0634984e-06  1.7332182e-05 -0.00038144793  48226.194      26.133599      26.133599      70.612983    
     12520  -19709.717      2.6271165e-06  1.7344269e-05 -0.00039466801  48226.194      26.133599      26.133599      70.612983    
     12530  -19709.717      2.9813522e-06  1.7790947e-05 -0.00041810293  48226.194      26.133599      26.133599      70.612983    
     12540  -19709.717      3.1475376e-06  1.8126473e-05 -0.00043964916  48226.194      26.133599      26.133599      70.612983    
     12550  -19709.717      3.4334354e-06  1.7653915e-05 -0.0004424763   48226.194      26.133599      26.133599      70.612983    
     12560  -19709.717      3.6430271e-06  1.6180426e-05 -0.00041917502  48226.194      26.133599      26.133599      70.612983    
     12570  -19709.717      2.8344312e-06  1.4310852e-05 -0.00038250048  48226.194      26.133599      26.133599      70.612983    
     12580  -19709.717      1.7213645e-06  1.2872511e-05 -0.00035422811  48226.194      26.133599      26.133599      70.612983    
     12590  -19709.717      1.7269793e-06  1.2273518e-05 -0.00034637781  48226.194      26.133599      26.133599      70.612983    
     12600  -19709.717      1.9403303e-06  1.2372084e-05 -0.00035596903  48226.194      26.133599      26.133599      70.612983    
     12610  -19709.717      2.6836137e-06  1.267292e-05  -0.0003710943   48226.194      26.133599      26.133599      70.612983    
     12620  -19709.717      2.7994171e-06  1.2755532e-05 -0.0003822271   48226.194      26.133599      26.133599      70.612983    
     12630  -19709.717      2.1428479e-06  1.2664124e-05 -0.00038922773  48226.194      26.133599      26.133599      70.612983    
     12640  -19709.717      1.5197911e-06  1.2751846e-05 -0.00040058016  48226.194      26.133599      26.133599      70.612983    
     12650  -19709.717      2.2540802e-06  1.3107385e-05 -0.0004222512   48226.194      26.133599      26.133599      70.612983    
     12660  -19709.717      3.0166931e-06  1.3236704e-05 -0.00044296557  48226.194      26.133599      26.133599      70.612983    
     12670  -19709.717      2.8488014e-06  1.2465137e-05 -0.00043569407  48226.194      26.133599      26.133599      70.612983    
     12680  -19709.717      2.2216171e-06  1.0913741e-05 -0.00039811625  48226.194      26.133599      26.133599      70.612983    
     12690  -19709.717      1.4015485e-06  9.5498445e-06 -0.00036806236  48226.194      26.133599      26.133599      70.612983    
     12700  -19709.717      1.4925187e-06  9.1455984e-06 -0.00037548205  48226.194      26.133599      26.133599      70.612983    
     12710  -19709.717      2.2917286e-06  9.6744641e-06 -0.00041697462  48226.194      26.133599      26.133599      70.612983    
     12720  -19709.717      2.2232118e-06  1.0187149e-05 -0.00045535389  48226.194      26.133599      26.133599      70.612983    
     12730  -19709.717      2.1681756e-06  9.7001911e-06 -0.00045788206  48226.194      26.133599      26.133599      70.612983    
     12740  -19709.717      1.1327221e-06  8.5079231e-06 -0.00042751929  48226.194      26.133599      26.133599      70.612983    
     12750  -19709.717      1.7033209e-06  7.4489123e-06 -0.00040119648  48226.194      26.133599      26.133599      70.612983    
     12760  -19709.717      1.460845e-06   6.5820321e-06 -0.0003813176   48226.194      26.133599      26.133599      70.612983    
     12770  -19709.717      1.2237786e-06  5.7208994e-06 -0.00034800443  48226.194      26.133599      26.133599      70.612983    
     12780  -19709.717      7.9519048e-07  5.3142114e-06 -0.0003405401   48226.194      26.133599      26.133599      70.612983    
     12790  -19709.717      1.2492614e-06  5.7512459e-06 -0.00039047652  48226.194      26.133599      26.133599      70.612983    
     12800  -19709.717      1.5976419e-06  6.2567999e-06 -0.00045860987  48226.194      26.133599      26.133599      70.612983    
     12810  -19709.717      1.0981351e-06  5.4991581e-06 -0.00044786854  48226.194      26.133599      26.133599      70.612983    
     12820  -19709.717      9.8897985e-07  4.6817034e-06 -0.00042949587  48226.194      26.133599      26.133599      70.612983    
     12830  -19709.717      1.3140643e-06  5.428588e-06  -0.00057668952  48226.194      26.133599      26.133599      70.612983    
     12840  -19709.717      1.3833698e-06  5.3783434e-06 -0.00070898537  48226.194      26.133599      26.133599      70.612983    
     12850  -19709.717      9.5968766e-07  4.783948e-06  -0.00090067613  48226.194      26.133599      26.133599      70.612983    
     12860  -19709.717      5.2338553e-07  2.6820146e-06 -0.00017396877  48226.194      26.133599      26.133599      70.612983    
     12870  -19709.717      4.858145e-07   3.4597172e-06 -8.2029371e-07  48226.194      26.133599      26.133599      70.612983    
     12880  -19709.717      7.6082362e-07  5.3278016e-06 -6.1216154e-06  48226.194      26.133599      26.133599      70.612983    
     12890  -19709.717      1.501883e-06   6.7180261e-06 -9.1729824e-06  48226.194      26.133599      26.133599      70.612983    
     12900  -19709.717      1.1643859e-06  6.2319341e-06 -9.566018e-06   48226.194      26.133599      26.133599      70.612983    
     12910  -19709.717      9.2177165e-07  5.9448043e-06 -9.8769893e-06  48226.194      26.133599      26.133599      70.612983    
     12920  -19709.717      1.1632419e-06  6.4221818e-06 -1.1214528e-05  48226.194      26.133599      26.133599      70.612983    
     12930  -19709.717      1.4331817e-06  7.1948664e-06 -1.3249275e-05  48226.194      26.133599      26.133599      70.612983    
     12940  -19709.717      1.2862174e-06  7.8554937e-06 -1.5072606e-05  48226.194      26.133599      26.133599      70.612983    
     12950  -19709.717      1.4481901e-06  8.3292356e-06 -1.6863312e-05  48226.194      26.133599      26.133599      70.612983    
     12960  -19709.717      1.3099758e-06  8.9094787e-06 -1.9065137e-05  48226.194      26.133599      26.133599      70.612983    
     12970  -19709.717      1.6801001e-06  9.8332586e-06 -2.1949666e-05  48226.194      26.133599      26.133599      70.612983    
     12980  -19709.717      2.1246564e-06  1.0867333e-05 -2.535071e-05   48226.194      26.133599      26.133599      70.612983    
     12990  -19709.717      2.0306382e-06  1.1627048e-05 -2.8264496e-05  48226.194      26.133599      26.133599      70.612983    
     13000  -19709.717      1.5717408e-06  1.2159853e-05 -3.0692634e-05  48226.194      26.133599      26.133599      70.612983    
     13010  -19709.717      2.3054309e-06  1.2665178e-05 -3.3389122e-05  48226.194      26.133599      26.133599      70.612983    
     13020  -19709.717      2.5524721e-06  1.2929981e-05 -3.5532893e-05  48226.194      26.133599      26.133599      70.612983    
     13030  -19709.717      3.0031558e-06  1.2622272e-05 -3.5904759e-05  48226.194      26.133599      26.133599      70.612983    
     13040  -19709.717      2.2870204e-06  1.1980911e-05 -3.5229287e-05  48226.194      26.133599      26.133599      70.612983    
     13050  -19709.717      1.2845765e-06  1.1678493e-05 -3.545354e-05   48226.194      26.133599      26.133599      70.612983    
     13060  -19709.717      1.85679e-06    1.2136648e-05 -3.7895359e-05  48226.194      26.133599      26.133599      70.612983    
     13070  -19709.717      2.576806e-06   1.3220753e-05 -4.2339271e-05  48226.194      26.133599      26.133599      70.612983    
     13080  -19709.717      3.4756705e-06  1.4359245e-05 -4.7144148e-05  48226.194      26.133599      26.133599      70.612983    
     13090  -19709.717      3.2271347e-06  1.5050792e-05 -5.0644487e-05  48226.194      26.133598      26.133598      70.612983    
     13100  -19709.717      2.3647157e-06  1.535719e-05  -5.2923665e-05  48226.194      26.133598      26.133598      70.612983    
     13110  -19709.717      2.2533295e-06  1.567554e-05  -5.5326266e-05  48226.194      26.133598      26.133598      70.612983    
     13120  -19709.717      2.6953473e-06  1.6146142e-05 -5.8357463e-05  48226.194      26.133598      26.133598      70.612983    
     13130  -19709.717      3.6855231e-06  1.6474253e-05 -6.0909616e-05  48226.194      26.133598      26.133598      70.612983    
     13140  -19709.717      4.0583686e-06  1.6312016e-05 -6.1613614e-05  48226.194      26.133598      26.133598      70.612983    
     13150  -19709.717      3.2643456e-06  1.5741091e-05 -6.0721863e-05  48226.194      26.133598      26.133598      70.612983    
     13160  -19709.717      2.2647714e-06  1.5213892e-05 -5.9954618e-05  48226.194      26.133598      26.133598      70.612983    
     13170  -19709.717      2.2564399e-06  1.5063987e-05 -6.063502e-05   48226.194      26.133598      26.133598      70.612983    
     13180  -19709.717      2.2786608e-06  1.5186462e-05 -6.2365568e-05  48226.194      26.133598      26.133598      70.612983    
     13190  -19709.717      3.6094126e-06  1.5113516e-05 -6.3201503e-05  48226.194      26.133598      26.133598      70.612983    
     13200  -19709.717      4.0006829e-06  1.4444692e-05 -6.1413099e-05  48226.194      26.133598      26.133598      70.612983    
     13210  -19709.717      3.446005e-06   1.3273806e-05 -5.7353488e-05  48226.194      26.133598      26.133598      70.612983    
     13220  -19709.717      2.2663907e-06  1.2078609e-05 -5.305016e-05   48226.194      26.133598      26.133598      70.612983    
     13230  -19709.717      1.8869273e-06  1.1258747e-05 -5.0261423e-05  48226.194      26.133598      26.133598      70.612983    
     13240  -19709.717      1.681692e-06   1.0885054e-05 -4.9351103e-05  48226.194      26.133598      26.133598      70.612983    
     13250  -19709.717      2.0469472e-06  1.0739228e-05 -4.9393834e-05  48226.194      26.133598      26.133598      70.612983    
     13260  -19709.717      2.1890934e-06  1.0511327e-05 -4.9004886e-05  48226.194      26.133598      26.133598      70.612983    
     13270  -19709.717      2.1529965e-06  1.0055835e-05 -4.7507056e-05  48226.194      26.133598      26.133598      70.612983    
     13280  -19709.717      1.6044637e-06  9.4928544e-06 -4.5445284e-05  48226.194      26.133598      26.133598      70.612983    
     13290  -19709.717      1.3047369e-06  9.0450043e-06 -4.3883703e-05  48226.194      26.133598      26.133598      70.612983    
     13300  -19709.717      1.2837427e-06  8.8219908e-06 -4.3373662e-05  48226.194      26.133598      26.133598      70.612983    
     13310  -19709.717      1.730831e-06   8.7506834e-06 -4.357507e-05   48226.194      26.133598      26.133598      70.612983    
     13320  -19709.717      1.8514067e-06  8.6602444e-06 -4.3652117e-05  48226.194      26.133598      26.133598      70.612983    
     13330  -19709.717      1.5401773e-06  8.4521269e-06 -4.3112619e-05  48226.194      26.133598      26.133598      70.612983    
     13340  -19709.717      1.20562e-06    8.2055036e-06 -4.2369695e-05  48226.194      26.133598      26.133598      70.612983    
     13350  -19709.717      8.3014416e-07  8.0997835e-06 -4.2362772e-05  48226.194      26.133598      26.133598      70.612983    
     13360  -19709.717      1.0411852e-06  8.241879e-06  -4.3664441e-05  48226.194      26.133598      26.133598      70.612983    
     13370  -19709.717      1.5414603e-06  8.5445256e-06 -4.5818518e-05  48226.194      26.133598      26.133598      70.612983    
     13380  -19709.717      1.928206e-06   8.7254809e-06 -4.7299254e-05  48226.194      26.133598      26.133598      70.612983    
     13390  -19709.717      1.872757e-06   8.492453e-06  -4.6493967e-05  48226.194      26.133598      26.133598      70.612983    
     13400  -19709.717      1.6907358e-06  7.8237082e-06 -4.3253112e-05  48226.194      26.133598      26.133598      70.612983    
     13410  -19709.717      1.2111302e-06  6.9992781e-06 -3.9100508e-05  48226.194      26.133598      26.133598      70.612983    
     13420  -19709.717      6.3156229e-07  6.3368994e-06 -3.5807445e-05  48226.193      26.133598      26.133598      70.612983    
     13430  -19709.717      6.9296945e-07  5.9845218e-06 -3.4222154e-05  48226.193      26.133598      26.133598      70.612983    
     13440  -19709.717      1.1289573e-06  5.896608e-06  -3.4106115e-05  48226.193      26.133598      26.133598      70.612983    
     13450  -19709.717      1.317268e-06   5.8967062e-06 -3.4458561e-05  48226.193      26.133598      26.133598      70.612983    
     13460  -19709.717      1.2072083e-06  5.7937399e-06 -3.4175202e-05  48226.193      26.133598      26.133598      70.612983    
     13470  -19709.717      8.5017488e-07  5.5253402e-06 -3.2894767e-05  48226.193      26.133598      26.133598      70.612983    
     13480  -19709.717      7.3585499e-07  5.1930958e-06 -3.1223538e-05  48226.193      26.133598      26.133598      70.612983    
     13490  -19709.717      5.0358755e-07  4.9428648e-06 -3.0037275e-05  48226.193      26.133598      26.133598      70.612983    
     13500  -19709.717      6.6572146e-07  4.834164e-06  -2.9693274e-05  48226.193      26.133598      26.133598      70.612983    
     13510  -19709.717      9.6088522e-07  4.7982553e-06 -2.9765677e-05  48226.193      26.133598      26.133598      70.612983    
     13520  -19709.717      1.0353225e-06  4.6859152e-06 -2.9323864e-05  48226.193      26.133598      26.133598      70.612983    
     13530  -19709.717      8.8153635e-07  4.3923276e-06 -2.7708546e-05  48226.193      26.133598      26.133598      70.612983    
     13540  -19709.717      5.9308361e-07  3.9642174e-06 -2.5213776e-05  48226.193      26.133598      26.133598      70.612983    
     13550  -19709.717      4.7132807e-07  3.5587471e-06 -2.2849934e-05  48226.193      26.133598      26.133598      70.612983    
     13560  -19709.717      2.8610362e-07  3.3168879e-06 -2.1530987e-05  48226.193      26.133598      26.133598      70.612983    
     13570  -19709.717      4.435443e-07   3.2944478e-06 -2.1631669e-05  48226.193      26.133598      26.133598      70.612983    
     13580  -19709.717      6.1257253e-07  3.4539431e-06 -2.2916559e-05  48226.193      26.133598      26.133598      70.612983    
     13590  -19709.717      6.7388498e-07  3.6695498e-06 -2.4559355e-05  48226.193      26.133598      26.133598      70.612983    
     13600  -19709.717      6.6896986e-07  3.7673298e-06 -2.5399147e-05  48226.193      26.133598      26.133598      70.612983    
     13610  -19709.717      6.7462497e-07  3.6386128e-06 -2.4703738e-05  48226.193      26.133598      26.133598      70.612983    
     13620  -19709.717      5.5693773e-07  3.3297772e-06 -2.2781539e-05  48226.193      26.133598      26.133598      70.612983    
     13630  -19709.717      3.6600866e-07  2.9808618e-06 -2.0572111e-05  48226.193      26.133598      26.133598      70.612983    
     13640  -19709.717      3.0752052e-07  2.703121e-06  -1.8835188e-05  48226.193      26.133598      26.133598      70.612983    
     13650  -19709.717      3.6549911e-07  2.5308847e-06 -1.7813845e-05  48226.193      26.133598      26.133598      70.612983    
     13660  -19709.717      3.5536034e-07  2.4388775e-06 -1.7331314e-05  48226.193      26.133598      26.133598      70.612983    
     13670  -19709.717      4.1594241e-07  2.3773806e-06 -1.7044356e-05  48226.193      26.133598      26.133598      70.612983    
     13680  -19709.717      3.9098917e-07  2.3083119e-06 -1.6691054e-05  48226.193      26.133598      26.133598      70.612983    
     13690  -19709.717      2.8913817e-07  2.2288968e-06 -1.6257122e-05  48226.193      26.133598      26.133598      70.612983    
     13700  -19709.717      2.6527058e-07  2.166919e-06  -1.5949079e-05  48226.193      26.133598      26.133598      70.612983    
     13710  -19709.717      3.5127266e-07  2.1549298e-06 -1.6014837e-05  48226.193      26.133598      26.133598      70.612983    
     13720  -19709.717      3.6550988e-07  2.2068161e-06 -1.6563156e-05  48226.193      26.133598      26.133598      70.612983    
     13730  -19709.717      4.0788554e-07  2.307574e-06  -1.7479212e-05  48226.193      26.133598      26.133598      70.612983    
     13740  -19709.717      4.7156445e-07  2.4164908e-06 -1.8461455e-05  48226.193      26.133598      26.133598      70.612983    
     13750  -19709.717      4.4132237e-07  2.4861748e-06 -1.9144091e-05  48226.193      26.133598      26.133598      70.612983    
     13760  -19709.717      3.6392032e-07  2.4927267e-06 -1.9347514e-05  48226.193      26.133598      26.133598      70.612983    
     13770  -19709.717      3.3910568e-07  2.4532017e-06 -1.9203007e-05  48226.193      26.133598      26.133598      70.612983    
     13780  -19709.717      3.7193884e-07  2.4120343e-06 -1.9060211e-05  48226.193      26.133598      26.133598      70.612983    
     13790  -19709.717      3.468439e-07   2.4110249e-06 -1.924021e-05   48226.193      26.133598      26.133598      70.612983    
     13800  -19709.717      3.6979787e-07  2.4672856e-06 -1.9884216e-05  48226.193      26.133598      26.133598      70.612983    
     13810  -19709.717      4.1844409e-07  2.5659632e-06 -2.0871919e-05  48226.193      26.133598      26.133598      70.612983    
     13820  -19709.717      3.759151e-07   2.6662743e-06 -2.1874782e-05  48226.194      26.133598      26.133598      70.612983    
     13830  -19709.717      4.8602837e-07  2.7226932e-06 -2.252272e-05   48226.194      26.133598      26.133598      70.612983    
     13840  -19709.717      5.2521608e-07  2.7148657e-06 -2.2646971e-05  48226.194      26.133598      26.133598      70.612983    
     13850  -19709.717      4.5116596e-07  2.662223e-06  -2.240469e-05   48226.194      26.133598      26.133598      70.612983    
     13860  -19709.717      3.3060789e-07  2.6079373e-06 -2.2156884e-05  48226.194      26.133598      26.133598      70.612983    
