LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (25 25 67.55)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  3750 atoms
  read_data CPU = 0.011 seconds
### Minimization ###

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 4 4 10
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up cg/kk style minimization ...
  Unit style    : metal
  Current step  : 0
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (src/KOKKOS/min_kokkos.cpp:94)
WARNING: Fix MINIMIZE/kk not compatible with sending data in Kokkos communication (src/KOKKOS/comm_kokkos.cpp:842)
WARNING: Fix with atom-based arrays not compatible with sending data in Kokkos communication, switching to legacy exchange/border communication (src/KOKKOS/comm_kokkos.cpp:849)
WARNING: Fix MINIMIZE/kk not (yet) compatible with Kokkos sorting on device (src/KOKKOS/atom_kokkos.cpp:219)
WARNING: Fix with atom-based arrays not (yet) compatible with Kokkos sorting on device, switching to legacy host sorting (src/KOKKOS/atom_kokkos.cpp:225)
Per MPI rank memory allocation (min/avg/max) = 2632 | 2632 | 2632 Mbytes
   Step         PotEng          Fmax          Fnorm          Press          Volume           Lx             Ly             Lz      
       760  -19534.984      0.94477615     15.402894      21.888741      49326.909      26.330929      26.330929      71.146171    
       770  -19539.318      0.46113982     9.9677674     -29.833856      49295.608      26.325359      26.325359      71.131119    
       780  -19541.563      1.1967466      21.040232     -2266.3793      49412.187      26.346094      26.346094      71.187147    
       790  -19553.49       1.3248697      18.337313      38.54992       49282.005      26.322937      26.322937      71.124575    
       800  -19559.352      0.46543019     8.557019      -3582.0414      49376.121      26.339683      26.339683      71.169823    
       810  -19562.363      0.3028527      6.6077234      2532.3871      49073.509      26.285763      26.285763      71.024132    
       820  -19577.099      0.88282342     11.173636     -1915.7861      49122.73       26.294548      26.294548      71.04787     
       830  -19586.034      0.44958876     9.6966452      622.41136      48939.176      26.261756      26.261756      70.959266    
       840  -19591.315      0.47001181     8.8618699     -30.020916      48938.974      26.26172       26.26172       70.959169    
       850  -19607.537      0.73254735     12.977126      3483.0444      48728.015      26.223931      26.223931      70.857061    
       860  -19617.6        0.3497511      7.9070447     -2755.7042      48989.941      26.270834      26.270834      70.983793    
       870  -19621.159      0.93348013     13.828777      47.310322      48912.022      26.256898      26.256898      70.946139    
       880  -19625.197      0.37569887     7.0426605      166.00681      48930.381      26.260183      26.260183      70.955015    
       890  -19626.514      0.23208841     4.8669126      2.7587724      48929.953      26.260107      26.260107      70.954808    
       900  -19630.446      0.29235772     5.2549974     -286.1648       48923.263      26.25891       26.25891       70.951574    
       910  -19631.07       0.24301604     4.2161665      43.512767      48913.459      26.257155      26.257155      70.946834    
       920  -19631.075      0.34239747     5.4141982      19.464324      48914.128      26.257275      26.257275      70.947158    
       930  -19631.788      0.34050846     5.2378563      8.819295       48918.555      26.258067      26.258067      70.949298    
       940  -19632.246      1.0942515      15.893929     -102.00114      48932.704      26.260599      26.260599      70.956138    
       950  -19635.069      0.29870843     4.870525       159.43882      48920.581      26.25843       26.25843       70.950278    
       960  -19635.483      0.35776189     5.2736452     -264.48018      48933.282      26.260702      26.260702      70.956417    
       970  -19636.086      0.23359983     3.6946778     -78.868992      48939.011      26.261727      26.261727      70.959186    
       980  -19636.396      0.11958129     2.1930254     -14.003114      48937.465      26.26145       26.26145       70.958439    
       990  -19636.397      0.16895799     2.7545376     -43.505486      48938.036      26.261552      26.261552      70.958715    
      1000  -19636.425      0.34638799     5.0391648      120.63345      48930.277      26.260165      26.260165      70.954964    
      1010  -19637.008      0.18294614     2.8520843     -501.64887      48968.328      26.26697       26.26697       70.973353    
      1020  -19637.09       0.56482132     8.1856851     -686.54871      48977.379      26.268588      26.268588      70.977725    
      1030  -19637.318      0.98338705     14.577445      138.07515      48966.768      26.266691      26.266691      70.972599    
      1040  -19638.918      0.4459294      9.1717156     -24.702419      49059.996      26.28335       26.28335       71.017612    
      1050  -19638.943      0.41021142     8.5379354     -89.129131      49080.647      26.287037      26.287037      71.027575    
      1060  -19640.595      0.17135839     3.5533371     -173.49627      49123.783      26.294736      26.294736      71.048377    
      1070  -19641.64       0.082289545    1.910459      -227.82142      49138.172      26.297303      26.297303      71.055314    
      1080  -19641.655      0.1673787      2.9479988      50.871718      49125.579      26.295057      26.295057      71.049243    
      1090  -19641.658      0.21015521     3.6030596      8.8134516      49126.151      26.295159      26.295159      71.049519    
      1100  -19641.812      0.10804137     1.8084062     -75.249879      49129.822      26.295814      26.295814      71.051289    
      1110  -19641.913      0.20036239     4.2863786     -316.61716      49156.893      26.300643      26.300643      71.064336    
      1120  -19642.125      0.23862911     4.8749939      59.17633       49138.883      26.29743       26.29743       71.055656    
      1130  -19642.291      0.26853005     5.3393529     -635.87769      49174.538      26.303789      26.303789      71.072838    
      1140  -19643.124      0.2551967      5.1936023      253.47711      49240.005      26.315457      26.315457      71.104365    
      1150  -19643.833      0.10070219     2.104649      -129.5299       49253.633      26.317884      26.317884      71.110924    
      1160  -19643.838      0.19398108     3.2054812      56.6198        49243.77       26.316128      26.316128      71.106177    
      1170  -19643.842      0.27512905     4.2520248      18.210063      49243.317      26.316047      26.316047      71.105959    
      1180  -19644.316      0.13010219     1.9710313     -14.601662      49247.919      26.316867      26.316867      71.108174    
      1190  -19644.368      0.16419725     2.42352       -30.130279      49252.976      26.317767      26.317767      71.110608    
      1200  -19644.426      0.33211444     4.5528808      43.039782      49256.236      26.318348      26.318348      71.112176    
      1210  -19644.699      0.07599658     1.4644853     -4.5773973      49259.046      26.318848      26.318848      71.113529    
      1220  -19644.729      0.1021818      1.5947233      7.8505379      49254.909      26.318112      26.318112      71.111538    
      1230  -19644.876      0.081793962    1.5154337     -199.05369      49265.351      26.319971      26.319971      71.116563    
      1240  -19644.908      0.097622999    1.5310134      11.432193      49254.882      26.318107      26.318107      71.111525    
      1250  -19645.026      0.082573007    1.4578651     -319.89476      49279.531      26.322496      26.322496      71.123385    
      1260  -19645.055      0.063790277    1.1006704     -6.2237029      49263.21       26.31959       26.31959       71.115532    
      1270  -19645.056      0.092425338    1.5139122     -234.45495      49271.619      26.321088      26.321088      71.119579    
      1280  -19645.139      0.032321124    0.67779276     1.0593348      49265.25       26.319953      26.319953      71.116514    
      1290  -19645.15       0.17794483     2.4821673      13.429852      49267.056      26.320275      26.320275      71.117383    
      1300  -19646.16       0.2454092      4.5738852     -34.078381      49310.492      26.328008      26.328008      71.138277    
      1310  -19646.386      0.1060464      1.7078622      30.787017      49324.773      26.330549      26.330549      71.145144    
      1320  -19646.446      0.039119853    0.85506102     22.696731      49327.296      26.330998      26.330998      71.146357    
      1330  -19646.484      0.067004765    1.0647201     -4.6964861      49328.39       26.331193      26.331193      71.146883    
      1340  -19646.556      0.11321552     1.6799579      3.4654653      49332.767      26.331971      26.331971      71.148987    
      1350  -19646.764      0.33615671     4.8456534     -2.2829318      49382.025      26.340733      26.340733      71.17266     
      1360  -19647.002      0.12342904     2.0805837     -279.63843      49406.684      26.345116      26.345116      71.184504    
      1370  -19647.12       0.087627432    1.9564022     -9.6283477      49399.224      26.34379       26.34379       71.180921    
      1380  -19647.207      0.094996548    1.5164589     -23.553097      49397.993      26.343572      26.343572      71.18033     
      1390  -19647.26       0.043278351    0.74470102     33.943278      49393.558      26.342783      26.342783      71.1782      
      1400  -19647.38       0.20233624     2.915535      -194.55167      49398.793      26.343714      26.343714      71.180714    
      1410  -19647.497      0.023740401    0.51734004    -1.5538526      49393.184      26.342717      26.342717      71.17802     
      1420  -19647.579      0.06572977     1.0072955      25.6266        49396.089      26.343233      26.343233      71.179416    
      1430  -19647.609      0.030783468    0.48431595    -34.856368      49399.958      26.343921      26.343921      71.181274    
      1440  -19647.644      0.051107015    0.83671933     3.7160792      49402.813      26.344428      26.344428      71.182645    
      1450  -19647.695      0.015975201    0.34295344    -88.368241      49407.234      26.345214      26.345214      71.184768    
      1460  -19647.705      0.021078832    0.37927442    -1.4505489      49404.179      26.344671      26.344671      71.183301    
      1470  -19647.707      0.062813499    0.91475327    -7.9137015      49404.16       26.344668      26.344668      71.183292    
      1480  -19647.707      0.084029138    1.227155      -27.057575      49404.94       26.344806      26.344806      71.183667    
      1490  -19647.793      0.060509626    0.91730208    -432.06756      49427.909      26.348888      26.348888      71.194696    
      1500  -19648.066      0.34600294     5.3987199     -306.62948      49493.811      26.360593      26.360593      71.226324    
      1510  -19648.662      0.054844168    0.89650974     426.07545      49467.973      26.356006      26.356006      71.213927    
      1520  -19648.696      0.030273243    0.49940391    -235.83017      49494.678      26.360747      26.360747      71.226739    
      1530  -19648.703      0.011134548    0.23019241     0.56993181     49485.982      26.359204      26.359204      71.222568    
      1540  -19648.714      0.020373879    0.29754015     12.621682      49485.869      26.359183      26.359183      71.222514    
      1550  -19648.718      0.022607884    0.35282648     6.3784517      49485.289      26.35908       26.35908       71.222235    
      1560  -19648.718      0.024121277    0.37327317     3.4241286      49485.163      26.359058      26.359058      71.222175    
      1570  -19648.718      0.017938812    0.37289911    -2.6863378      49484.427      26.358927      26.358927      71.221822    
      1580  -19648.724      0.013273138    0.24503758    -2.2309422      49484.346      26.358913      26.358913      71.221783    
      1590  -19648.728      0.014539968    0.22700886     5.0658807      49484.326      26.358909      26.358909      71.221773    
      1600  -19648.731      0.0069653945   0.14250171    -11.112117      49484.973      26.359024      26.359024      71.222084    
      1610  -19648.756      0.012858129    0.33566609    -0.72615056     49478.457      26.357867      26.357867      71.218957    
      1620  -19648.76       0.045677813    0.6832988     -60.549809      49480.364      26.358206      26.358206      71.219872    
      1630  -19648.765      0.014097487    0.21589862     8.7870107      49478.216      26.357825      26.357825      71.218842    
      1640  -19648.766      0.024430961    0.36663247     31.695309      49476.585      26.357535      26.357535      71.218059    
      1650  -19648.771      0.011516736    0.1945613      21.839944      49476.328      26.357489      26.357489      71.217936    
      1660  -19648.772      0.015158764    0.23379938    -1.4147379      49477.319      26.357665      26.357665      71.218411    
      1670  -19648.773      0.004922548    0.10661098    -0.020984251    49477.005      26.35761       26.35761       71.218261    
      1680  -19648.774      0.030188716    0.44501501     7.6542956      49475.631      26.357366      26.357366      71.217602    
      1690  -19648.778      0.015831891    0.23714754    -80.233835      49478.833      26.357934      26.357934      71.219138    
      1700  -19648.78       0.022832131    0.33122597    -2.9299069      49475.125      26.357276      26.357276      71.217359    
      1710  -19648.783      0.084468431    1.2245634      50.456697      49468.275      26.356059      26.356059      71.214072    
      1720  -19648.784      0.11883351     1.7342301      78.367298      49461.827      26.354914      26.354914      71.210978    
      1730  -19648.827      0.0055663757   0.12274122    -39.053464      49463.812      26.355267      26.355267      71.21193     
      1740  -19648.827      0.0054629474   0.085383478   -0.13236963     49461.901      26.354927      26.354927      71.211013    
      1750  -19648.83       0.0034341039   0.087909596   -1.7842451      49460.736      26.35472       26.35472       71.210454    
      1760  -19648.831      0.007490098    0.11416245     8.4867984      49459.763      26.354547      26.354547      71.209987    
      1770  -19648.847      0.028646163    0.58142974    -0.96201484     49441.581      26.351318      26.351318      71.20126     
      1780  -19648.847      0.044043345    0.71947651    -3.2750744      49435.975      26.350322      26.350322      71.198569    
      1790  -19648.847      0.044806478    0.71955369    -26.126391      49432.667      26.349734      26.349734      71.196981    
      1800  -19648.857      0.0089614256   0.2283775      0.77489645     49429.063      26.349094      26.349094      71.195251    
      1810  -19648.859      0.020528167    0.30655825    -1.9394977      49429.271      26.34913       26.34913       71.19535     
      1820  -19648.861      0.011250843    0.17327004     1.8959634      49428.96       26.349075      26.349075      71.195201    
      1830  -19648.861      0.0053676373   0.09311442     3.8304899      49428.599      26.349011      26.349011      71.195028    
      1840  -19648.861      0.0069865374   0.10321747    -0.61706087     49428.751      26.349038      26.349038      71.195101    
      1850  -19648.862      0.0016236502   0.030042309    2.722411       49428.616      26.349014      26.349014      71.195036    
      1860  -19648.862      0.0040981677   0.061383555   -0.37666471     49428.589      26.349009      26.349009      71.195023    
      1870  -19648.862      0.0058623747   0.085542812   -0.90407153     49428.528      26.348998      26.348998      71.194994    
      1880  -19648.862      0.007989201    0.11597588    -0.692346       49428.372      26.348971      26.348971      71.194919    
      1890  -19648.862      0.0088185447   0.13629901     1.2411844      49427.757      26.348861      26.348861      71.194623    
      1900  -19648.862      0.0042006242   0.063242349    0.20046485     49427.889      26.348885      26.348885      71.194687    
      1910  -19648.862      0.00059033916  0.015992256   -0.014491871    49427.863      26.34888       26.34888       71.194674    
      1920  -19648.862      0.00077163574  0.016093581   -0.073301343    49427.79       26.348867      26.348867      71.194639    
      1930  -19648.862      0.0012548144   0.021055013   -0.32507501     49427.787      26.348867      26.348867      71.194638    
      1940  -19648.862      0.0016597364   0.025886655    1.6367617      49427.635      26.34884       26.34884       71.194565    
      1950  -19648.862      0.0028160613   0.041344911    0.48006262     49427.629      26.348839      26.348839      71.194562    
      1960  -19648.862      0.00051221839  0.012311932    0.26355555     49427.581      26.34883       26.34883       71.194539    
      1970  -19648.862      0.00049184599  0.011621274   -1.2076054      49427.319      26.348783      26.348783      71.194413    
      1980  -19648.862      0.0020431445   0.030724161   -0.00071096415  49427.055      26.348737      26.348737      71.194286    
      1990  -19648.862      0.0020815783   0.032173444   -0.39902524     49427.079      26.348741      26.348741      71.194298    
      2000  -19648.862      0.00090733525  0.018174964   -0.079994226    49426.37       26.348615      26.348615      71.193958    
      2010  -19648.862      0.002653065    0.037549347   -0.41953649     49425.661      26.348489      26.348489      71.193617    
      2020  -19648.863      0.0011789125   0.024733641    1.8713749      49424.912      26.348356      26.348356      71.193258    
      2030  -19648.863      0.00066653769  0.013535409    0.64049265     49424.576      26.348296      26.348296      71.193096    
      2040  -19648.863      0.0012523112   0.019628683   -0.59933668     49424.569      26.348295      26.348295      71.193093    
      2050  -19648.863      0.00044433893  0.012700279    0.066283653    49424.312      26.348249      26.348249      71.192969    
      2060  -19648.863      0.0034168948   0.040956798    0.017221451    49423.962      26.348187      26.348187      71.192801    
      2070  -19648.863      0.00040271296  0.010540799   -0.21289616     49423.767      26.348152      26.348152      71.192708    
      2080  -19648.863      0.000441252    0.010459716   -0.15614095     49423.694      26.348139      26.348139      71.192673    
      2090  -19648.863      0.0011464703   0.01852139     0.10405688     49423.63       26.348128      26.348128      71.192642    
      2100  -19648.863      0.00038496472  0.0088161804  -2.2540771      49423.691      26.348139      26.348139      71.192671    
      2110  -19648.863      0.0018242618   0.027622013   -0.027782971    49423.386      26.348085      26.348085      71.192525    
      2120  -19648.863      0.00039088452  0.0092827438   0.35771786     49423.325      26.348074      26.348074      71.192495    
      2130  -19648.863      0.00038889559  0.0094000928  -0.64151309     49423.253      26.348061      26.348061      71.192461    
      2140  -19656.589      0.68107287     10.674324     -4009.7343      49195.303      26.307491      26.307491      71.082841    
      2150  -19670.674      0.60073184     9.7675903     -24.2947        48782.251      26.233657      26.233657      70.88334     
      2160  -19675.648      0.55837166     9.8242086     -111.84897      48776.428      26.232613      26.232613      70.88052     
      2170  -19677.587      0.67741393     10.707104      384.01566      48752.761      26.228369      26.228369      70.869054    
      2180  -19677.621      0.94677815     14.368026      150.29455      48761.542      26.229944      26.229944      70.873309    
      2190  -19680.997      0.12184723     3.1610694      87.140999      48779.731      26.233205      26.233205      70.88212     
      2200  -19682.04       0.80809508     12.892877     -127.49871      48808.895      26.238432      26.238432      70.896243    
      2210  -19683.235      0.28242813     4.5330195      907.33072      48775.038      26.232364      26.232364      70.879847    
      2220  -19684.096      0.43776364     7.2796808     -1048.7119      48836.062      26.243299      26.243299      70.909394    
      2230  -19684.601      0.14525379     2.9558456     -4.7553195      48804.481      26.237641      26.237641      70.894106    
      2240  -19684.724      0.16019435     2.7080221      52.764667      48801.415      26.237092      26.237092      70.892621    
      2250  -19684.828      0.044536233    1.3684192     -57.717809      48810.815      26.238776      26.238776      70.897173    
      2260  -19684.933      0.31448183     4.7409746     -19.578262      48812.483      26.239075      26.239075      70.89798     
      2270  -19684.94       0.38724379     5.8659426     -50.524143      48817.789      26.240026      26.240026      70.900549    
      2280  -19684.951      0.41843888     6.5002258     -276.01262      48833.506      26.242841      26.242841      70.908157    
      2290  -19685.489      0.04933953     1.2009017     -5.4662616      48830.754      26.242348      26.242348      70.906825    
      2300  -19685.701      0.069650704    2.0117171     -325.3499       48843.931      26.244709      26.244709      70.913202    
      2310  -19685.983      0.037810123    0.86691059    -207.81526      48847.944      26.245427      26.245427      70.915145    
