# Hastelloy N H MSD — Notebook 11
# columns: t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K  MSD_1000K MSD_1200K  (Å²)
# t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K MSD_1000K MSD_1200K
2.465000000000000000e+02 7.257495055347221169e-02 9.719311257113094626e-02 1.282764394360764015e+01 1.048177949600692358e+02 1.083298170069478601e+03 2.258150578954634966e+03
2.470000000000000000e+02 7.195296824220458187e-02 9.963587194369412370e-02 1.283114450982681198e+01 1.049972215082147926e+02 1.084562695594269599e+03 2.263359212369446141e+03
2.475000000000000000e+02 7.208608503429422831e-02 1.009127623892644154e-01 1.283290654127007713e+01 1.051431446665933009e+02 1.085904769552453899e+03 2.268924043555023673e+03
2.480000000000000000e+02 6.999565059323384353e-02 9.800421626855722324e-02 1.284576886406587093e+01 1.053338697832587769e+02 1.087258661845293091e+03 2.274251050818322256e+03
2.485000000000000000e+02 7.060302360836652469e-02 9.807208655986054957e-02 1.285080708099591540e+01 1.054860399888076330e+02 1.088487542561033706e+03 2.279838211461795254e+03
2.490000000000000000e+02 7.347698769511466776e-02 9.916497831485544812e-02 1.285523646301345835e+01 1.056539008821976324e+02 1.089738919076593447e+03 2.285318557929218059e+03
2.495000000000000000e+02 7.266626688413173329e-02 1.021505242032933886e-01 1.286247383181237502e+01 1.057801673135498106e+02 1.090713784938040590e+03 2.290965055969306832e+03
2.500000000000000000e+02 7.018277064315682490e-02 9.925477673156841985e-02 1.287026378295074913e+01 1.059010448291290203e+02 1.091730988763145660e+03 2.296716310767314098e+03
2.505000000000000000e+02 7.092993539340000653e-02 9.864386928069998617e-02 1.287318332575669722e+01 1.060266949147251694e+02 1.092799927750253119e+03 2.302398363035530565e+03
2.510000000000000000e+02 7.434902004594595715e-02 9.794537452332331695e-02 1.287487352692782849e+01 1.061528575719388670e+02 1.094097897788266437e+03 2.308164585699217241e+03
2.515000000000000000e+02 7.173544716132265742e-02 9.876273985180360204e-02 1.288737903400591023e+01 1.062537705200302440e+02 1.095387872661442771e+03 2.314161339983173093e+03
2.520000000000000000e+02 7.268375601785355411e-02 1.018955115183550753e-01 1.289367960755998155e+01 1.064088498850079532e+02 1.096574138872446838e+03 2.320164648909894368e+03
2.525000000000000000e+02 7.393033787560242265e-02 1.007966842953815084e-01 1.290248026430652573e+01 1.065529950930210816e+02 1.097900856038117354e+03 2.326022965833508351e+03
2.530000000000000000e+02 6.916062775306532073e-02 9.759898881899499445e-02 1.291159280351286398e+01 1.066906849196976879e+02 1.099207767126341196e+03 2.331917127191012696e+03
2.535000000000000000e+02 7.240489373742454993e-02 9.845937625201207910e-02 1.290804872128702030e+01 1.068677234833289873e+02 1.100457985124327706e+03 2.337441814176719163e+03
2.540000000000000000e+02 7.280245381782479708e-02 9.824010941369587524e-02 1.292943460108328324e+01 1.070287334752421060e+02 1.101690365615539804e+03 2.342929912962977141e+03
2.545000000000000000e+02 7.205030421703631505e-02 1.014792328872983762e-01 1.294217973609455541e+01 1.072184241198733474e+02 1.103081477996508966e+03 2.348862689400377349e+03
2.550000000000000000e+02 7.157110022179616338e-02 9.683420967467204488e-02 1.296476096198223971e+01 1.074054177285719334e+02 1.104641134278252366e+03 2.354657964184851153e+03
2.555000000000000000e+02 7.171014381323233267e-02 9.611180025313131869e-02 1.296639970075403880e+01 1.075720441432257672e+02 1.106199960554886729e+03 2.360576949952727773e+03
2.560000000000000000e+02 7.185281046865521493e-02 9.749474607542971127e-02 1.297722875297937328e+01 1.077789375784430774e+02 1.107858572853489250e+03 2.366405202713261133e+03
2.565000000000000000e+02 7.311078150495951833e-02 9.994543891538462677e-02 1.298783380769645568e+01 1.079593897640931743e+02 1.109587921066733770e+03 2.371964266939780373e+03
2.570000000000000000e+02 7.184143062482269138e-02 9.920394281651470636e-02 1.300093874453171239e+01 1.081966360412134947e+02 1.111407273293207709e+03 2.377264867867290377e+03
2.575000000000000000e+02 7.085304138275863584e-02 9.932463806480731905e-02 1.301530065705578032e+01 1.084211910234126464e+02 1.113276565757518028e+03 2.382896116771881680e+03
2.580000000000000000e+02 7.107737073756346946e-02 9.816790051380711035e-02 1.303192711451238495e+01 1.086439823253536616e+02 1.115045805543034930e+03 2.388599907453953165e+03
2.585000000000000000e+02 6.896965583668698829e-02 1.012014521519308957e-01 1.304177743438587456e+01 1.088596465438090064e+02 1.116872367872068253e+03 2.394168726429437811e+03
2.590000000000000000e+02 7.029001144649034416e-02 1.001404481111902167e-01 1.306028052006765172e+01 1.091085416853546946e+02 1.118637702537143696e+03 2.399562195312159929e+03
2.595000000000000000e+02 7.300943553564154254e-02 9.858079385590630406e-02 1.306497701184389015e+01 1.094125601611013110e+02 1.120288147742912997e+03 2.405237398873597158e+03
2.600000000000000000e+02 7.074444180448523356e-02 9.891573090244647204e-02 1.307270808734994816e+01 1.097258172443764579e+02 1.121993350556634823e+03 2.410770458844363020e+03
2.605000000000000000e+02 7.324465029938775906e-02 1.020403304665306043e-01 1.308744994398683481e+01 1.100126114997111699e+02 1.123550522724711527e+03 2.416242627229423761e+03
2.610000000000000000e+02 7.319528165812054510e-02 9.551513912768132275e-02 1.309016736115423818e+01 1.102952177223860417e+02 1.125195651778108868e+03 2.421780920540206353e+03
2.615000000000000000e+02 7.071699604703475528e-02 9.680864631912063090e-02 1.310475382961870849e+01 1.105955562210864400e+02 1.126926430461302061e+03 2.427254281358110802e+03
2.620000000000000000e+02 7.162831191228247185e-02 1.028272552975434961e-01 1.311655125032487312e+01 1.108544175104796210e+02 1.128542852135936755e+03 2.432657232541391295e+03
2.625000000000000000e+02 6.906308826342212603e-02 9.982594709118854104e-02 1.313274307968709032e+01 1.111033981194746332e+02 1.130070871682210509e+03 2.437989774546811987e+03
2.630000000000000000e+02 7.129777269733333922e-02 9.880758092851281427e-02 1.314766059104451301e+01 1.113093342304651827e+02 1.131592656967595985e+03 2.443519878838131262e+03
2.635000000000000000e+02 6.989906040431212442e-02 9.632992256714580093e-02 1.315519388987227778e+01 1.114859046211396389e+02 1.133157147282582400e+03 2.449264930913072476e+03
2.640000000000000000e+02 6.949361565313462441e-02 9.848972732517986828e-02 1.317266501562024672e+01 1.117174677777320113e+02 1.134718266134095529e+03 2.455087014923891729e+03
2.645000000000000000e+02 7.211563494372426331e-02 9.840303516635801051e-02 1.317801676043755243e+01 1.119239541380837721e+02 1.136172465268564565e+03 2.461143393019107862e+03
2.650000000000000000e+02 7.147491327960867058e-02 9.973314633944385665e-02 1.318724581126570250e+01 1.121049087454162247e+02 1.137496809743182666e+03 2.467118421907539869e+03
2.655000000000000000e+02 7.172236212979381242e-02 1.011227588429896712e-01 1.321055440613401899e+01 1.123250133266777198e+02 1.138904460360278790e+03 2.473174014495665688e+03
2.660000000000000000e+02 7.085556263797729293e-02 9.977242871960781412e-02 1.323383153436398274e+01 1.125532803910372337e+02 1.140251037208829985e+03 2.479343542228426031e+03
2.665000000000000000e+02 7.009638589059918878e-02 9.537058217169422369e-02 1.325847322792417415e+01 1.127885733115181921e+02 1.141790199639004413e+03 2.485333443002081822e+03
2.670000000000000000e+02 7.140696365801449397e-02 9.554930720806620315e-02 1.328390399099141561e+01 1.130414879320893249e+02 1.143192393509037856e+03 2.491231819061087208e+03
2.675000000000000000e+02 7.284885162515529478e-02 9.444459549347826444e-02 1.330799365238095078e+01 1.132913433122255924e+02 1.144691648877003217e+03 2.497348578945206100e+03
2.680000000000000000e+02 7.208741708362693956e-02 9.865435108839376577e-02 1.333613743114248784e+01 1.134909743438651333e+02 1.146147408225789832e+03 2.503184663777385140e+03
2.685000000000000000e+02 6.870918764927387568e-02 9.787531012354770688e-02 1.338645163202313171e+01 1.137110555171301911e+02 1.147527347796623644e+03 2.508941249863670691e+03
2.690000000000000000e+02 7.097908437622015010e-02 9.624539262274144080e-02 1.342091515419044434e+01 1.139285496462371867e+02 1.148800661665659618e+03 2.514556913979075489e+03
2.695000000000000000e+02 6.970347960779627039e-02 1.007021150801455378e-01 1.344418211841756694e+01 1.141720051345190257e+02 1.149990780660856444e+03 2.520351469379957962e+03
2.700000000000000000e+02 7.123927781831425332e-02 1.038792049272632412e-01 1.347459265451103327e+01 1.144044201214667140e+02 1.151268147950548610e+03 2.526033183790173553e+03
2.705000000000000000e+02 7.266471651395832454e-02 9.730527691093747433e-02 1.350389981034843601e+01 1.146161257912322924e+02 1.152771756360149766e+03 2.531633039971074140e+03
2.710000000000000000e+02 7.191340564389987755e-02 1.010800312527632971e-01 1.354462733105077987e+01 1.147971427265018889e+02 1.154175028384454436e+03 2.537330290512532429e+03
2.715000000000000000e+02 7.128554902359084122e-02 9.793521807755742326e-02 1.357610078649478069e+01 1.149689283606016090e+02 1.155480898817656453e+03 2.543167205156555156e+03
2.720000000000000000e+02 7.190985648453500356e-02 9.989016151525599574e-02 1.360704232862622653e+01 1.151288169990377668e+02 1.156722785611384779e+03 2.548563883494842230e+03
2.725000000000000000e+02 7.187399569550208256e-02 1.006956690370292840e-01 1.362910545978985333e+01 1.152711252573197669e+02 1.157908614025179986e+03 2.553964523938432649e+03
2.730000000000000000e+02 6.858911927790575791e-02 9.728230910691097744e-02 1.365805922529979100e+01 1.154497199708228834e+02 1.159034899248480770e+03 2.559182970303030743e+03
2.735000000000000000e+02 6.884898632222222203e-02 9.885525467662473198e-02 1.368262246408448490e+01 1.155735857091753189e+02 1.160132187205471155e+03 2.564448855693256064e+03
2.740000000000000000e+02 6.842638979192028348e-02 9.893959571458552094e-02 1.370798318981237962e+01 1.157742877876562204e+02 1.161259331356964367e+03 2.569450077054413214e+03
2.745000000000000000e+02 6.974963223865547624e-02 9.860090789989497950e-02 1.373896510726449627e+01 1.159131786319303075e+02 1.162347900421012810e+03 2.574574118956333677e+03
2.750000000000000000e+02 6.851629044121979040e-02 1.007997291459516165e-01 1.375486812010136362e+01 1.160362940190394880e+02 1.163369699847659149e+03 2.579793678421628101e+03
2.755000000000000000e+02 6.874295149357893819e-02 1.005772581947368127e-01 1.377752030999694988e+01 1.161508927262796789e+02 1.164362400348734582e+03 2.585188431701579702e+03
2.760000000000000000e+02 6.785741622276078577e-02 9.844254645837723083e-02 1.381342582088977800e+01 1.162701797728053918e+02 1.165366894765809320e+03 2.590519712317449375e+03
2.765000000000000000e+02 7.129689307415611188e-02 9.735725730537973799e-02 1.383878095462457836e+01 1.163652492029780063e+02 1.166392300568310702e+03 2.595928780357707637e+03
2.770000000000000000e+02 7.011030419355861187e-02 9.929068814223863948e-02 1.386481677841784688e+01 1.165086867839609397e+02 1.167495925899412441e+03 2.601128890970122484e+03
2.775000000000000000e+02 6.857161274915433979e-02 9.881705354492599513e-02 1.389621987661374369e+01 1.166268327151740607e+02 1.168568269990044882e+03 2.606119006346882998e+03
2.780000000000000000e+02 7.028742603142858203e-02 9.746368254624339367e-02 1.392488948202211674e+01 1.167689143966698566e+02 1.169714308954876515e+03 2.610931095058626397e+03
2.785000000000000000e+02 7.280738918972458340e-02 1.022220854212923663e-01 1.394985400609216164e+01 1.169063740493148202e+02 1.171000867075977567e+03 2.616013567162037361e+03
2.790000000000000000e+02 7.002271870784730623e-02 9.990092988048779321e-02 1.397956807563372195e+01 1.170748103671946581e+02 1.172530176561158896e+03 2.621269048565316098e+03
2.795000000000000000e+02 6.772116470127390042e-02 1.005153417516985032e-01 1.401784124680870391e+01 1.171549796125607088e+02 1.174002998154252282e+03 2.626253113810512787e+03
2.800000000000000000e+02 6.807281987513283394e-02 9.808200781052073269e-02 1.404354947367077422e+01 1.172429674144610203e+02 1.175481966934283491e+03 2.631916445557896168e+03
2.805000000000000000e+02 6.879869414074470113e-02 9.843623967936171448e-02 1.407073264113840416e+01 1.173031560998578300e+02 1.176904118686889433e+03 2.637305607617012356e+03
2.810000000000000000e+02 7.064975549818956757e-02 9.927405265271564694e-02 1.409865179019222658e+01 1.174094128857488499e+02 1.178548645316401917e+03 2.642001667481675668e+03
2.815000000000000000e+02 7.173445608571428489e-02 9.985970549520255257e-02 1.412133727773422187e+01 1.175376537042787106e+02 1.180149171710048904e+03 2.647015992938187537e+03
2.820000000000000000e+02 7.113361515517607758e-02 9.680675176446106034e-02 1.414684894870843301e+01 1.176364926632029437e+02 1.181470037073033154e+03 2.652111322700831352e+03
2.825000000000000000e+02 7.169287828910254901e-02 9.923605329455127688e-02 1.417339175437489374e+01 1.177260385256565201e+02 1.182945930578017624e+03 2.657214259603870687e+03
2.830000000000000000e+02 6.987044227647061512e-02 9.967951323187167201e-02 1.419208491280331685e+01 1.178307704598060610e+02 1.184461186482427365e+03 2.662288459090078504e+03
2.835000000000000000e+02 7.205366367441114195e-02 9.634920280353322097e-02 1.423450831252012705e+01 1.178707676747496294e+02 1.186094210977264311e+03 2.667429225100666827e+03
2.840000000000000000e+02 7.201624406420151225e-02 9.945425688606644721e-02 1.426118682912250613e+01 1.178734533223802714e+02 1.187866029445699269e+03 2.672681979081356985e+03
2.845000000000000000e+02 6.959003372886267413e-02 9.890404686319742567e-02 1.429113760939495492e+01 1.178727781623274922e+02 1.189624950188161620e+03 2.677905097313126134e+03
2.850000000000000000e+02 6.788818381632653887e-02 9.925438467475831972e-02 1.431850513101181477e+01 1.178770777904115619e+02 1.191322185778375115e+03 2.683009419409959719e+03
2.855000000000000000e+02 6.995851156602152232e-02 9.923085453612900952e-02 1.435257367974107545e+01 1.178537589832393735e+02 1.192984123519717969e+03 2.688224874557065050e+03
2.860000000000000000e+02 6.936118228923575380e-02 9.787119928998923302e-02 1.437523410646340238e+01 1.178999194333698028e+02 1.194729082356358731e+03 2.693369605519942979e+03
2.865000000000000000e+02 7.012493003749999121e-02 9.625875941616379716e-02 1.439780617848404987e+01 1.179347098772596212e+02 1.196588593207561644e+03 2.698479709199372792e+03
2.870000000000000000e+02 7.051586820366774477e-02 1.017726973974110161e-01 1.442595137183096021e+01 1.179561405873511148e+02 1.198420810098311904e+03 2.703673151160987345e+03
2.875000000000000000e+02 7.018721459730022094e-02 9.765676275982718146e-02 1.445531610258941591e+01 1.179678960438823907e+02 1.200186385413836661e+03 2.709085356681607664e+03
2.880000000000000000e+02 7.063742731794594998e-02 9.883737569124322053e-02 1.448313553855372859e+01 1.180214002081806939e+02 1.201805746894763843e+03 2.714425131061208504e+03
2.885000000000000000e+02 7.072491256071428145e-02 9.882441807976190262e-02 1.451537760392867860e+01 1.180931487878864914e+02 1.203426409737661743e+03 2.719644710296514859e+03
2.890000000000000000e+02 7.257752200541711662e-02 9.994206103141929642e-02 1.453444872367139773e+01 1.181364532207041549e+02 1.204819632381332667e+03 2.724685968276567110e+03
2.895000000000000000e+02 7.308775291757049763e-02 9.836959030531451653e-02 1.456788766904533716e+01 1.181648757340606437e+02 1.206176989290101574e+03 2.729588658486391978e+03
2.900000000000000000e+02 7.009186917578720533e-02 9.883770861465798752e-02 1.459295715957263795e+01 1.182011277318385964e+02 1.207490647045287005e+03 2.734345649689338188e+03
2.905000000000000000e+02 7.148543216684780099e-02 1.021146024058695451e-01 1.462436370807456498e+01 1.182984677093182313e+02 1.208951570834377435e+03 2.738618382754436425e+03
2.910000000000000000e+02 7.003481037388466224e-02 9.606059165495102470e-02 1.464421318583177545e+01 1.183091859162802280e+02 1.210161133241600965e+03 2.743201005745177554e+03
2.915000000000000000e+02 7.251449307145969858e-02 9.331218189019606368e-02 1.467890884366819115e+01 1.183384315674814502e+02 1.211403580536114532e+03 2.747293320646937445e+03
2.920000000000000000e+02 7.235483848146127828e-02 9.863009148560523964e-02 1.470391251833642166e+01 1.183536943057976316e+02 1.212547762798147460e+03 2.751448717950744594e+03
2.925000000000000000e+02 7.301817759268561248e-02 9.941630174323146107e-02 1.472809646904945424e+01 1.183760455664169200e+02 1.213735808547089164e+03 2.756010534308087244e+03
2.930000000000000000e+02 7.378934545836064729e-02 9.622422704021856010e-02 1.475598351387442619e+01 1.184053622919123683e+02 1.215575605860293990e+03 2.760429293548708756e+03
2.935000000000000000e+02 7.192547367439824924e-02 9.724171593019692583e-02 1.478411459609354317e+01 1.184190154775934332e+02 1.217666797153778816e+03 2.765229246633309685e+03
2.940000000000000000e+02 6.803345862146770173e-02 9.977729052453450376e-02 1.482298391856911479e+01 1.184644269045326155e+02 1.219705552709789799e+03 2.770067375941029695e+03
2.945000000000000000e+02 6.923569045219298002e-02 1.017159717258771801e-01 1.485365130502905728e+01 1.185188091114584097e+02 1.221824814882246073e+03 2.774809116307923887e+03
2.950000000000000000e+02 7.418415854281010247e-02 1.010081331453347997e-01 1.489339619403523507e+01 1.185176551039301955e+02 1.223878071632187584e+03 2.779894033285643218e+03
2.955000000000000000e+02 7.237932365219780506e-02 1.005557915861538532e-01 1.492229962298164736e+01 1.185542363647330291e+02 1.225901339558894279e+03 2.785113377949952337e+03
2.960000000000000000e+02 6.938827335918593131e-02 1.020663878437843702e-01 1.495932752934169407e+01 1.186375180787988768e+02 1.228025901415931912e+03 2.789855215611333279e+03
2.965000000000000000e+02 7.413187253127753729e-02 1.000812962483480090e-01 1.498061112557191521e+01 1.186567682908460881e+02 1.230538206774142509e+03 2.794799079874098425e+03
2.970000000000000000e+02 6.944101223925028266e-02 9.843634684906285570e-02 1.501678670222403333e+01 1.186707450986828860e+02 1.232974168833148497e+03 2.799624473311862403e+03
2.975000000000000000e+02 6.949180373222958729e-02 1.019188428268211905e-01 1.504876960426203070e+01 1.186848473843521958e+02 1.235518981372167218e+03 2.804873971013801565e+03
2.980000000000000000e+02 7.264028695679557168e-02 9.713745841160222050e-02 1.506487205513978012e+01 1.186720645364780751e+02 1.237985798618067747e+03 2.809954685378530485e+03
2.985000000000000000e+02 7.114119309734513730e-02 9.737632356194690642e-02 1.509355665524258683e+01 1.186572981715477368e+02 1.240324572577571871e+03 2.814582997051743405e+03
2.990000000000000000e+02 7.154132632901438749e-02 9.804109146589146118e-02 1.512738095132569249e+01 1.186434040914602832e+02 1.242688239180420624e+03 2.819544461470497936e+03
2.995000000000000000e+02 7.074886424312638866e-02 9.792915460254987547e-02 1.516442726182505574e+01 1.186241941876125452e+02 1.244937361896670836e+03 2.824810803427551036e+03
3.000000000000000000e+02 7.330354980854605906e-02 1.004315505589344903e-01 1.519923064966337201e+01 1.186596261659721563e+02 1.247134208037425196e+03 2.829986710687114282e+03
3.005000000000000000e+02 7.045318128844443861e-02 1.002809253006666512e-01 1.522546754299066407e+01 1.186981360037140689e+02 1.249463722959611687e+03 2.835189021632499589e+03
3.010000000000000000e+02 7.251871819510566364e-02 1.029038959714126816e-01 1.525400894716918820e+01 1.187319728151341991e+02 1.251627141063288036e+03 2.840596913417187352e+03
3.015000000000000000e+02 7.195400833028953169e-02 9.788586894576835340e-02 1.528479731718184809e+01 1.187918575156135859e+02 1.253719036638516627e+03 2.845586938375588488e+03
3.020000000000000000e+02 6.873894567413600665e-02 9.997321403110366600e-02 1.531414526349364458e+01 1.188026227604425173e+02 1.255630416126598675e+03 2.850651308426366995e+03
3.025000000000000000e+02 6.986778932332590730e-02 9.979072553035713000e-02 1.533893938903303500e+01 1.188934511367443605e+02 1.257650281698287017e+03 2.855472050236213818e+03
3.030000000000000000e+02 7.178597925620111564e-02 1.016006358284916034e-01 1.536323132002257097e+01 1.189628346053898298e+02 1.259773027135129951e+03 2.860074510141216706e+03
3.035000000000000000e+02 7.361903320838926457e-02 9.704764525257268681e-02 1.539966038816565863e+01 1.190290575268122808e+02 1.261940096315403480e+03 2.864787761452450013e+03
3.040000000000000000e+02 7.208350480156777706e-02 9.983322716528553187e-02 1.542383103502026742e+01 1.190428708895206853e+02 1.264266927487207340e+03 2.869405160190271545e+03
3.045000000000000000e+02 6.992785320896861834e-02 1.011100940470852083e-01 1.545804823170123221e+01 1.191011990046792590e+02 1.266469807062080918e+03 2.874204741393700260e+03
3.050000000000000000e+02 7.056141034859708672e-02 1.022238906423120069e-01 1.548892593111829363e+01 1.191154686763251931e+02 1.268535413757588685e+03 2.879520474348201788e+03
3.055000000000000000e+02 7.075122172629212669e-02 9.815195269483145690e-02 1.551825838744381691e+01 1.191414210430425555e+02 1.270631459885184768e+03 2.884394043416515615e+03
3.060000000000000000e+02 7.064337858728909902e-02 1.008910946572553341e-01 1.554818368917491433e+01 1.191487160867287116e+02 1.272751231746191706e+03 2.889945966085394502e+03
3.065000000000000000e+02 7.187478643119371569e-02 9.980686822038285777e-02 1.557131501910776983e+01 1.191969782741720252e+02 1.274861156408928764e+03 2.895379185676955785e+03
3.070000000000000000e+02 7.238551077271704326e-02 9.950356169830891495e-02 1.558901798834644836e+01 1.192411278711465314e+02 1.276961197170621517e+03 2.900825052721253542e+03
3.075000000000000000e+02 7.110293448611738898e-02 1.016754636274266321e-01 1.561156100640823929e+01 1.193167494153534278e+02 1.279149426563098586e+03 2.906466404056015563e+03
3.080000000000000000e+02 6.801690941548023395e-02 1.014932963598870197e-01 1.564072437114022662e+01 1.193995638434086572e+02 1.281365246822321978e+03 2.912084644006682993e+03
3.085000000000000000e+02 7.377329833212670218e-02 9.762105965542987318e-02 1.566538521994649358e+01 1.194915733935178537e+02 1.283554928775801955e+03 2.917766546608842418e+03
3.090000000000000000e+02 7.240361704326161996e-02 1.027025675267270732e-01 1.569506883980849388e+01 1.195613016191028066e+02 1.285750423894181040e+03 2.923270063446163022e+03
3.095000000000000000e+02 7.276138198151925474e-02 1.009729367749433032e-01 1.571989281356406032e+01 1.195741183948699273e+02 1.287975073921199510e+03 2.928451884507895556e+03
3.100000000000000000e+02 7.118387576027240815e-02 9.979201427105560684e-02 1.573208963486935197e+01 1.196007446567314929e+02 1.290089036481077528e+03 2.933458235812924158e+03
3.105000000000000000e+02 7.164292668875001102e-02 9.789958806886361886e-02 1.576901355228897827e+01 1.196412095749381024e+02 1.292230536934537895e+03 2.938911428228684144e+03
3.110000000000000000e+02 7.116609838316267922e-02 1.034591580054607385e-01 1.579087659403970534e+01 1.195840547597110941e+02 1.294248662958990508e+03 2.944316910464342982e+03
3.115000000000000000e+02 7.157843857972664980e-02 1.011400814833713080e-01 1.580646847723451032e+01 1.195354268512873404e+02 1.296062526610691521e+03 2.949698851930930232e+03
3.120000000000000000e+02 7.142552662622579651e-02 1.014413804169897459e-01 1.582787935454629213e+01 1.194817317825068841e+02 1.298291358194996064e+03 2.954917860285996994e+03
3.125000000000000000e+02 7.449566182340185139e-02 1.002379547002282822e-01 1.583936567779372062e+01 1.194125128783858116e+02 1.300519652060698945e+03 2.960133978320829101e+03
3.130000000000000000e+02 7.130966090342857888e-02 9.844543926514286170e-02 1.587812727576331184e+01 1.193207830796676774e+02 1.303056995341612037e+03 2.965502961943541322e+03
3.135000000000000000e+02 7.117502484233409477e-02 9.935616246395879980e-02 1.590044959470354691e+01 1.192346312307491019e+02 1.305407945602127711e+03 2.970706035386225267e+03
3.140000000000000000e+02 7.111740865681559498e-02 9.974525162279494761e-02 1.592737577072313648e+01 1.191413912254876379e+02 1.307714569838270108e+03 2.975447102597754565e+03
3.145000000000000000e+02 7.186430413038992493e-02 9.862727679174312923e-02 1.595562913445103170e+01 1.190738418656279975e+02 1.309967945596576328e+03 2.980107723588506360e+03
3.150000000000000000e+02 7.014837642640642246e-02 9.904456536199771066e-02 1.597682088553673729e+01 1.189617178675956950e+02 1.312271809970397499e+03 2.984681122492318082e+03
3.155000000000000000e+02 7.255360400390806208e-02 1.015865570352873642e-01 1.599759341059137796e+01 1.189000548836267370e+02 1.314455025446253330e+03 2.988853177049385522e+03
3.160000000000000000e+02 6.922668041806674666e-02 9.830243952336017998e-02 1.602676843267422413e+01 1.187888101458465258e+02 1.316836028279881248e+03 2.993152128832327890e+03
3.165000000000000000e+02 7.151865793963134432e-02 1.030546635747695561e-01 1.605740044478145023e+01 1.186606025543460845e+02 1.319205979451617168e+03 2.997243407900612510e+03
3.170000000000000000e+02 7.161258406435985768e-02 1.045020723746251518e-01 1.608605924316274383e+01 1.185858459284016533e+02 1.321542492659492837e+03 3.000649164491179363e+03
3.175000000000000000e+02 7.122619227794456387e-02 1.013792814581986196e-01 1.611071630610588912e+01 1.184927646750312533e+02 1.323836867326332822e+03 3.004094237081181745e+03
3.180000000000000000e+02 7.120675501144507757e-02 9.861832802635833728e-02 1.613562674857676527e+01 1.184057475642432706e+02 1.326258848768509324e+03 3.007648467240626815e+03
3.185000000000000000e+02 7.209672860208332645e-02 9.871757379432867519e-02 1.615848232184340105e+01 1.183686552748056897e+02 1.328631215916298061e+03 3.011124849360936423e+03
3.190000000000000000e+02 7.033648891900347311e-02 1.003661694942062504e-01 1.618462972137508871e+01 1.183434659781696894e+02 1.331131350403013812e+03 3.015007442124520367e+03
3.195000000000000000e+02 6.907411935452434371e-02 1.024318984114848952e-01 1.619447608573190323e+01 1.183091725706761679e+02 1.333652693459190459e+03 3.019135178978916883e+03
3.200000000000000000e+02 7.451785770487806548e-02 1.022470815897793400e-01 1.621050960483681536e+01 1.182792399193765362e+02 1.336330761481038508e+03 3.023243723660664273e+03
3.205000000000000000e+02 7.337259076930231771e-02 1.004988748097674217e-01 1.620660764467918469e+01 1.182469602721065201e+02 1.339010863584840536e+03 3.027260705836299167e+03
3.210000000000000000e+02 7.306225557462166231e-02 1.008966245193247818e-01 1.620805052094842935e+01 1.182173431208688044e+02 1.341741714677349592e+03 3.031467864253969310e+03
3.215000000000000000e+02 7.203510979498832512e-02 9.909279090920747324e-02 1.622551197777680443e+01 1.181814229633181981e+02 1.344151520342357117e+03 3.035667911135361464e+03
3.220000000000000000e+02 7.013471534084016190e-02 9.673510639183195703e-02 1.623670093870583386e+01 1.181865055659512080e+02 1.346850363657601065e+03 3.039556272674382399e+03
3.225000000000000000e+02 7.158370544147196757e-02 9.767376749672895819e-02 1.623446548749450713e+01 1.181757018688828254e+02 1.349647128576564000e+03 3.043426195390655266e+03
3.230000000000000000e+02 7.066328088877191216e-02 9.963071521052629942e-02 1.624378701797836300e+01 1.182039349258997873e+02 1.352409846832084440e+03 3.047351630293100698e+03
3.235000000000000000e+02 7.131553106112410723e-02 1.004517543080795938e-01 1.624193104579496350e+01 1.182051888695727939e+02 1.354877031231820865e+03 3.050927178422786255e+03
3.240000000000000000e+02 7.287409901418523406e-02 1.015385650451348098e-01 1.624884372778581465e+01 1.181994050735439572e+02 1.357149682994196610e+03 3.054504596956724527e+03
3.245000000000000000e+02 6.966108769225351494e-02 1.030437168907277212e-01 1.626166331692875389e+01 1.181702158968104897e+02 1.358914142284250374e+03 3.057982687319702109e+03
3.250000000000000000e+02 7.097198680799060577e-02 1.066990159873090482e-01 1.626514188376933134e+01 1.181590563224497856e+02 1.360659676042321962e+03 3.061133581527129991e+03
3.255000000000000000e+02 7.265534728658822050e-02 1.028947817039999879e-01 1.626556287360576647e+01 1.181181363666648281e+02 1.362461115103132215e+03 3.064121309553092033e+03
3.260000000000000000e+02 7.140098529681979111e-02 1.032433718693757385e-01 1.627052112971766817e+01 1.181207271327107691e+02 1.364298156324265847e+03 3.066960680175301604e+03
3.265000000000000000e+02 7.027321886981133248e-02 9.937797397641508212e-02 1.626992629120931610e+01 1.181034088053102806e+02 1.366203282045696369e+03 3.069578872466449866e+03
3.270000000000000000e+02 7.126993250401418567e-02 1.014396263368358836e-01 1.627164207122302031e+01 1.180923686752692561e+02 1.368051047392126748e+03 3.071791211480603579e+03
3.275000000000000000e+02 7.185639539716313917e-02 1.011641949319149053e-01 1.627083978999515423e+01 1.180452992704850175e+02 1.369773258022951950e+03 3.073788509836625508e+03
3.280000000000000000e+02 6.839672257905325681e-02 9.916470930721892063e-02 1.626957666093005983e+01 1.180473547402260124e+02 1.371426952127610321e+03 3.075719751566909508e+03
3.285000000000000000e+02 7.217358922097157070e-02 9.978848638033174789e-02 1.626718533116575927e+01 1.180463675983608454e+02 1.373121629401215387e+03 3.077433646544918247e+03
